id,code,commonName,className,order,scientificName
1483,MATI,Masked Tityra,AVES,Passeriformes,Tityra semifasciata
1781,RUTR,Ruddy Treerunner,AVES,Passeriformes,Margarornis rubiginosus
1782,RUWO,Ruddy Woodcreeper,AVES,Passeriformes,Dendrocincla homochroa
1783,RVBU,Red-vented Bulbul,AVES,Passeriformes,Pycnonotus cafer
1786,RWBU,Red-whiskered Bulbul,AVES,Passeriformes,Pycnonotus jocosus
1787,RWSC,Russet-winged Schiffornis,AVES,Passeriformes,Schiffornis stenorhyncha
2807,FOSP,Fox Sparrow,AVES,Passeriformes,Passerella iliaca
2764,PAWR,Pacific Wren,AVES,Passeriformes,Troglodytes pacificus
2625,DEJU,Dark-eyed Junco,AVES,Passeriformes,Junco hyemalis
1370,KAAK,Kauai Akialoa,AVES,Passeriformes,Akialoa stejnegeri
2376,SBAO,Streak-backed Oriole,AVES,Passeriformes,Icterus pustulatus
1860,SBGR,Slender-billed Grackle,AVES,Passeriformes,Quiscalus palustris
1809,SBMU,Scaly-breasted Munia,AVES,Passeriformes,Lonchura punctulata
1284,GUMU,Guadalupe Murrelet,AVES,Charadriiformes,Synthliboramphus hypoleucus
1446,LIWO,Lineated Woodpecker,AVES,Piciformes,Dryocopus lineatus
1539,NUWO,Nuttall's Woodpecker,AVES,Piciformes,Picoides nuttallii
1611,PBIW,Pale-billed Woodpecker,AVES,Piciformes,Campephilus guatemalensis
1790,RWWO,Rufous-winged Woodpecker,AVES,Piciformes,Piculus simplex
1822,SCCH,Sooty-capped Chlorospingus,AVES,Passeriformes,Chlorospingus pileatus
1829,SCOG,Slate-colored Grosbeak,AVES,Passeriformes,Saltator grossus
168,OSFL,Olive-sided Flycatcher,AVES,Passeriformes,Contopus cooperi
1834,SCRG,Scrub Greenlet,AVES,Passeriformes,Hylophilus flavipes
1838,SECF,Sepia-capped Flycatcher,AVES,Passeriformes,Leptopogon amaurocephalus
1852,SHTF,Slate-headed Tody-Flycatcher,AVES,Passeriformes,Poecilotriccus sylvia
1859,SIBW,Stripe-breasted Wren,AVES,Passeriformes,Cantorchilus thoracicus
1919,SIMA,Sinaloa Martin,AVES,Passeriformes,Progne sinaloae
1866,SLBF,St. Lucia Black Finch,AVES,Passeriformes,Melanospiza richardsoni
2245,SLCF,Slaty-capped Flycatcher,AVES,Passeriformes,Leptopogon superciliaris
892,SMLO,Smith's Longspur,AVES,Passeriformes,Calcarius pictus
1876,SMSP,Sierra Madre Sparrow,AVES,Passeriformes,Xenospiza baileyi
1891,SOMA,Southern Martin,AVES,Passeriformes,Progne elegans
1886,SOCW,Socorro Wren,AVES,Passeriformes,Troglodytes sissonii
849,SPPI,Sprague's Pipit,AVES,Passeriformes,Anthus spragueii
1976,SRCA,Scarlet-rumped Cacique,AVES,Passeriformes,Cacicus uropygialis
2406,SRFL,Sulphur-rumped Flycatcher,AVES,Passeriformes,Myiobius sulphureipygius
115,WIWA,Wilson's Warbler,AVES,Passeriformes,Cardellina pusilla
158,PHVI,Philadelphia Vireo,AVES,Passeriformes,Vireo philadelphicus
160,PRAW,Prairie Warbler,AVES,Passeriformes,Setophaga discolor
490,BCMA,Brown-chested Martin,AVES,Passeriformes,Progne tapera
500,BCRT,Black-crowned Tityra,AVES,Passeriformes,Tityra inquisitor
501,BCSP,Black-chinned Sparrow,AVES,Passeriformes,Spizella atrogularis
502,BCSW,Black-capped Swallow,AVES,Passeriformes,Atticora pileata
504,BCVI,Black-capped Vireo,AVES,Passeriformes,Vireo atricapilla
505,BCWA,Black-cheeked Warbler,AVES,Passeriformes,Basileuterus melanogenys
520,BESP,Bell's Sparrow,AVES,Passeriformes,Artemisiospiza belli
167,RWBL,Red-winged Blackbird,AVES,Passeriformes,Agelaius phoeniceus
162,SAPH,Say's Phoebe,AVES,Passeriformes,Sayornis saya
193,SAVS,Savannah Sparrow,AVES,Passeriformes,Passerculus sandwichensis
242,UMED,Unidentified Meadowlark,AVES,Passeriformes,Sturnella 
521,BETH,Bendire's Thrasher,AVES,Passeriformes,Toxostoma bendirei
1182,GCHW,Golden-cheeked Woodpecker,AVES,Piciformes,Melanerpes chrysogenys
2784,SWTH,Swainson's Thrush,AVES,Passeriformes,Catharus ustulatus
4841,UNSETO,Unknown Setophaga Warbler,AVES,Passeriformes,Setophaga 
4842,UNMELO,Unknown Melopsiza Sparrow,AVES,Passeriformes,Melospiza 
844,RBWO,Red-bellied Woodpecker,AVES,Piciformes,Melanerpes carolinus
1418,LEAU,Least Auklet,AVES,Charadriiformes,Aethia pusilla
1982,TBMU,Thick-billed Murre,AVES,Charadriiformes,Uria lomvia
2085,WHAU,Whiskered Auklet,AVES,Charadriiformes,Aethia pygmaea
2146,COMU,Common Murre,AVES,Charadriiformes,Uria aalge
1326,HOPU,Horned Puffin,AVES,Charadriiformes,Fratercula corniculata
1591,PAAU,Parakeet Auklet,AVES,Charadriiformes,Aethia psittacula
452,ATPU,Atlantic Puffin,AVES,Charadriiformes,Fratercula arctica
947,RBGU,Ring-billed Gull,AVES,Charadriiformes,Larus delawarensis
1795,SAGU,Sabine's Gull,AVES,Charadriiformes,Xema sabini
971,MEGU,Mew Gull,AVES,Charadriiformes,Larus canus
4595,4595,Lesser Black-backed Gull (fuscus),AVES,Charadriiformes,Larus fuscus fuscus
4596,4596,Lesser Black-backed Gull (graellsii),AVES,Charadriiformes,Larus fuscus graellsii
1165,GBAT,Gray-backed Tern,AVES,Charadriiformes,Onychoprion lunatus
1186,GCTE,Great Crested Tern,AVES,Charadriiformes,Thalasseus bergii
2828,SOSP,Song Sparrow,AVES,Passeriformes,Melospiza melodia
2775,VATH,Varied Thrush,AVES,Passeriformes,Ixoreus naevius
1203,GHGU,Gray-hooded Gull,AVES,Charadriiformes,Chroicocephalus cirrocephalus
1861,SBGU,Slaty-backed Gull,AVES,Charadriiformes,Larus schistisagus
295,SBIG,Short-billed Gull,AVES,Charadriiformes,Larus brachyrhynchus
347,HERG,Herring Gull,AVES,Charadriiformes,Larus argentatus
1933,STGU,Swallow-tailed Gull,AVES,Charadriiformes,Creagrus furcatus
1440,LIGU,Little Gull,AVES,Charadriiformes,Hydrocoloeus minutus
1444,LITE,Little Tern,AVES,Charadriiformes,Sternula albifrons
2127,WEGU,Western Gull,AVES,Charadriiformes,Larus occidentalis
207,WGWH,Western x Glaucous-winged Gull Hybrid,AVES,Charadriiformes,Larus occidentalis x glaucescens
535,BGNO,Blue-gray Noddy,AVES,Charadriiformes,Anous ceruleus
296,COGU,Common Gull,AVES,Charadriiformes,Larus canus
1747,ROGU,Ross's Gull,AVES,Charadriiformes,Rhodostethia rosea
305,CLTE,California Least Tern,AVES,Charadriiformes,Sternula antillarum browni
4751,PICVIR,Eurasian Green Woodpecker,AVES,Piciformes,Picus viridis
1197,GFWO,Golden-fronted Woodpecker,AVES,Piciformes,Melanerpes aurifrons
1210,GIFL,Gilded Flicker,AVES,Piciformes,Colaptes chrysoides
1212,GIWO,Gila Woodpecker,AVES,Piciformes,Melanerpes uropygialis
1948,STRO,Striped Owl,AVES,Strigiformes,Pseudoscops clamator
2642,LEYE,Lesser Yellowlegs,AVES,Charadriiformes,Tringa flavipes
983,CIWO,Cinnamon Woodpecker,AVES,Piciformes,Celeus loricatus
1320,HIWO,Hispaniolan Woodpecker,AVES,Piciformes,Melanerpes striatus
1327,HOWO,Hoffmann's Woodpecker,AVES,Piciformes,Melanerpes hoffmannii
1414,LBWO,Ladder-backed Woodpecker,AVES,Piciformes,Picoides scalaris
1366,JAWO,Jamaican Woodpecker,AVES,Piciformes,Melanerpes radiolatus
845,RHWO,Red-headed Woodpecker,AVES,Piciformes,Melanerpes erythrocephalus
321,EURO,European Robin,AVES,Passeriformes,Erithacus rubecula
310,ILTE,Interior Least Tern,AVES,Charadriiformes,Sternula antillarum athalassos
343,SOVI,Solitary Vireo (Blue-headed / Cassin's / Plumbeous),AVES,Passeriformes,Vireo solitarius / cassinii / plumbeus
4593,GLANOR,Black-winged Pratincole,AVES,Charadriiformes,Glareola nordmanni
4586,BUROED,Eurasian Thick-knee,AVES,Charadriiformes,Burhinus oedicnemus
1409,JABW,Japanese Bush Warbler,AVES,Passeriformes,Cettia diphone
211,UPTA,Unidentified Piranga Tanager,AVES,Passeriformes,Piranga 
163,SCTA,Scarlet Tanager,AVES,Passeriformes,Piranga olivacea
4591,CURCUR,Cream-colored Courser,AVES,Charadriiformes,Cursorius cursor
821,PUMA,Purple Martin,AVES,Passeriformes,Progne subis
273,UPHL,Unidentified Phalarope,AVES,Charadriiformes,Phalaropus 
733,HUGO,Hudsonian Godwit,AVES,Charadriiformes,Limosa haemastica
767,SBDO,Short-billed Dowitcher,AVES,Charadriiformes,Limnodromus griseus
762,RNPH,Red-necked Phalarope,AVES,Charadriiformes,Phalaropus lobatus
777,WESA,Western Sandpiper,AVES,Charadriiformes,Calidris mauri
771,STSA,Stilt Sandpiper,AVES,Charadriiformes,Calidris himantopus
1004,COMG,Common Greenshank,AVES,Charadriiformes,Tringa nebularia
1410,LBMU,Long-billed Murrelet,AVES,Charadriiformes,Brachyramphus perdix
1012,COPR,Collared Pratincole,AVES,Charadriiformes,Glareola pratincola
1016,COSN,Common Snipe,AVES,Charadriiformes,Gallinago gallinago
1278,GTTA,Gray-tailed Tattler,AVES,Charadriiformes,Tringa brevipes
2232,ORPR,Oriental Pratincole,AVES,Charadriiformes,Glareola maldivarum
581,BLOY,Black Oystercatcher,AVES,Charadriiformes,Haematopus bachmani
1883,SNPL,Snowy Plover,AVES,Charadriiformes,Charadrius nivosus
1453,LSAP,Lesser Sand-Plover,AVES,Charadriiformes,Charadrius mongolus
1665,PTSN,Pin-tailed Snipe,AVES,Charadriiformes,Gallinago stenura
1915,SPTS,Sharp-tailed Sandpiper,AVES,Charadriiformes,Calidris acuminata
1583,ORPL,Oriental Plover,AVES,Charadriiformes,Charadrius veredus
1595,PAGP,Pacific Golden-Plover,AVES,Charadriiformes,Pluvialis fulva
2111,WOSA,Wood Sandpiper,AVES,Charadriiformes,Tringa glareola
2231,BBSA,Buff-breasted Sandpiper,AVES,Charadriiformes,Calidris subruficollis
2218,LBCU,Long-billed Curlew,AVES,Charadriiformes,Numenius americanus
2224,LTJA,Long-tailed Jaeger,AVES,Charadriiformes,Stercorarius longicaudus
2129,BLTU,Black Turnstone,AVES,Charadriiformes,Arenaria melanocephala
1646,POJA,Pomarine Jaeger,AVES,Charadriiformes,Stercorarius pomarinus
1442,LIST,Little Stint,AVES,Charadriiformes,Calidris minuta
1911,SPSK,South Polar Skua,AVES,Charadriiformes,Stercorarius maccormicki
2383,SPRE,Spotted Redshank,AVES,Charadriiformes,Tringa erythropus
366,AMOY,American Oystercatcher,AVES,Charadriiformes,Haematopus palliatus
2184,AMWO,American Woodcock,AVES,Charadriiformes,Scolopax minor
723,BASA,Baird's Sandpiper,AVES,Charadriiformes,Calidris bairdii
2335,DCCO,Double-crested Cormorant,AVES,Suliformes,Nannopterum auritus
4745,CERRUD,Pied Kingfisher,AVES,Coraciiformes,Ceryle rudis
4738,BOTSTE,Great Bittern,AVES,Pelecaniformes,Botaurus stellaris
2814,LESC,Lesser Scaup,AVES,Anseriformes,Aythya affinis
2626,ANTNUT,Dusky Poor-will,AVES,Caprimulgiformes,Antrostomus saturatus nuttallii
4612,FALCHE,Saker Falcon,AVES,Falconiformes,Falco cherrug
4740,GERERE,Northern Bald Ibis,AVES,Pelecaniformes,Geronticus eremita
4742,PELCRI,Dalmatian Pelican,AVES,Pelecaniformes,Pelecanus crispus
4744,ALCATT,Common Kingfisher,AVES,Coraciiformes,Alcedo atthis
4743,PHOROS,Greater Flamingo,AVES,Phoenicopteriformes,Phoenicopterus roseus
4611,FALBIA,Lanner Falcon,AVES,Falconiformes,Falco biarmicus
4613,FALPEL,Barbary Falcon,AVES,Falconiformes,Falco pelegrinoides
4760,BUBBUB,Eurasian Eagle-Owl,AVES,Strigiformes,Bubo bubo
4757,PTEALC,Pin-tailed Sandgrouse,AVES,Pterocliformes,Pterocles alchata
4754,PTEMOL,Soft-plumaged Petrel,AVES,Procellariiformes,Pterodroma mollis
4752,PODCRI,Great Crested Grebe,AVES,Podicipediformes,Podiceps cristatus
4766,STRURA,Ural Owl,AVES,Strigiformes,Strix uralensis
4615,ALERUF,Red-legged Partridge,AVES,Galliformes,Alectoris rufa
4616,ALEBAR,Barbary Partridge,AVES,Galliformes,Alectoris barbara
4618,CHRPIC,Golden Pheasant,AVES,Galliformes,Chrysolophus pictus
4620,SYRREE,Reeves's Pheasant,AVES,Galliformes,Syrmaticus reevesii
4739,IXOMIN,Little Bittern (Little),AVES,Pelecaniformes,Ixobrychus minutus minutus
4748,DRYMAR,Black Woodpecker,AVES,Piciformes,Dryocopus martius
4749,PICTRI,Eurasian Three-toed Woodpecker,AVES,Piciformes,Picoides tridactylus
645,BWST,Black-winged Stilt,AVES,Charadriiformes,Himantopus himantopus
4756,PUFYEL,Yelkouan Shearwater,AVES,Procellariiformes,Puffinus yelkouan
4763,OTUSCO,Eurasian Scops-Owl,AVES,Strigiformes,Otus scops
4574,BRABER,Brant (Atlantic),AVES,Anseriformes,Branta bernicla hrota
4559,CIRPYG,Montagu's Harrier,AVES,Accipitriformes,Circus pygargus
4560,ELACAE,Black-winged Kite,AVES,Accipitriformes,Elanus caeruleus
4561,GYPBAR,Bearded Vulture,AVES,Accipitriformes,Gypaetus barbatus
4563,HIEPEN,Booted Eagle,AVES,Accipitriformes,Hieraaetus pennatus
4564,MILMIL,Red Kite,AVES,Accipitriformes,Milvus milvus
4594,LARCAC,Caspian Gull,AVES,Charadriiformes,Larus cachinnans
4565,NEOPER,Egyptian Vulture,AVES,Accipitriformes,Neophron percnopterus
4566,OTITAR,Great Bustard,AVES,Accipitriformes,Otis tarda
4567,PERAPI,European Honey-buzzard,AVES,Accipitriformes,Pernis apivorus
4577,MARANG,Marbled Teal,AVES,Anseriformes,Marmaronetta angustirostris
4578,NETRUF,Red-crested Pochard,AVES,Anseriformes,Netta rufina
4579,OXYLEU,White-headed Duck,AVES,Anseriformes,Oxyura leucocephala
4761,GLAPAS,Eurasian Pygmy-Owl,AVES,Strigiformes,Glaucidium passerinum
4762,KETZEY,Brown Fish-Owl,AVES,Strigiformes,Ketupa zeylonensis
4747,DENSYR,Syrian Woodpecker,AVES,Piciformes,Dendrocopos syriacus
4597,RECAVO,Pied Avocet,AVES,Charadriiformes,Recurvirostra avosetta
4712,PTYRUP,Eurasian Crag-Martin,AVES,Passeriformes,Ptyonoprogne rupestris
4729,SITNEU,Western Rock Nuthatch,AVES,Passeriformes,Sitta neumayer
4634,ANTSPI,Water Pipit,AVES,Passeriformes,Anthus spinoletta
2200,CEDW,Cedar Waxwing,AVES,Passeriformes,Bombycilla cedrorum
337,PIWH,Pied Wheatear,AVES,Passeriformes,Oenanthe pleschanka
4635,ANTNOV,Australasian Pipit,AVES,Passeriformes,Anthus novaeseelandiae
1669,PUHE,Purple Heron,AVES,Pelecaniformes,Ardea purpurea
1299,HAWD,Hawaiian Duck,AVES,Anseriformes,Anas wyvilliana
1334,IBWO,Ivory-billed Woodpecker,AVES,Piciformes,Campephilus principalis
1303,HBKI,Hook-billed Kite,AVES,Accipitriformes,Chondrohierax uncinatus
557,BLAK,Black Kite,AVES,Accipitriformes,Milvus migrans
1532,NOJA,Northern Jacana,AVES,Charadriiformes,Jacana spinosa
4570,4570,Greater White-fronted Goose (Greenland),AVES,Anseriformes,Anser albifrons flavirostris
2732,NOHA,Northern Harrier,AVES,Accipitriformes,Circus cyaneus
4656,EMBCAE,Cretzschmar's Bunting,AVES,Passeriformes,Emberiza caesia
4680,LUSLUS,Thrush Nightingale,AVES,Passeriformes,Luscinia luscinia
4681,LUSMEG,Common Nightingale,AVES,Passeriformes,Luscinia megarhynchos
4682,MELCAL,Calandra Lark,AVES,Passeriformes,Melanocorypha calandra
4683,MELBIM,Bimaculated Lark,AVES,Passeriformes,Melanocorypha bimaculata
4713,PYCBAR,Common Bulbul,AVES,Passeriformes,Pycnonotus barbatus
526,BEYE,Belding's Yellowthroat,AVES,Passeriformes,Geothlypis beldingi
4550,ACCBRE,Levant Sparrowhawk,AVES,Accipitriformes,Accipiter brevipes
4551,AEGMON,Cinereous Vulture,AVES,Accipitriformes,Aegypius monachus
1985,TBVI,Thick-billed Vireo,AVES,Passeriformes,Vireo crassirostris
2346,LBIH,Long-billed Hermit,AVES,Apodiformes,Phaethornis longirostris
4572,AYTNYR,Ferruginous Duck,AVES,Anseriformes,Aythya nyroca
4573,BRARUF,Red-breasted Goose,AVES,Anseriformes,Branta ruficollis
597,BRHE,Bronzy Hermit,AVES,Apodiformes,Glaucis aeneus
2140,BTHT,Black-throated Trogon,AVES,Trogoniformes,Trogon rufus
4609,FALNAU,Lesser Kestrel,AVES,Falconiformes,Falco naumanni
4610,FALELE,Eleonora's Falcon,AVES,Falconiformes,Falco eleonorae
4600,COLOEN,Stock Dove,AVES,Columbiformes,Columba oenas
4598,CICNIG,Black Stork,AVES,Ciconiiformes,Ciconia nigra
4584,CAPEUR,Eurasian Nightjar,AVES,Caprimulgiformes,Caprimulgus europaeus
4585,CAPRUF,Red-necked Nightjar,AVES,Caprimulgiformes,Caprimulgus ruficollis
4580,APUPAL,Pallid Swift,AVES,Apodiformes,Apus pallidus
4581,APUCAF,White-rumped Swift,AVES,Apodiformes,Apus caffer
4582,APUUNI,Plain Swift,AVES,Apodiformes,Apus unicolor
4583,APUAFF,Little Swift,AVES,Apodiformes,Apus affinis
4592,GALMED,Great Snipe,AVES,Charadriiformes,Gallinago media
4589,CHAALE,Kentish Plover,AVES,Charadriiformes,Charadrius alexandrinus
4590,CHAASI,Caspian Plover,AVES,Charadriiformes,Charadrius asiaticus
4624,TETTET,Little Bustard,AVES,Accipitriformes,Tetrax tetrax
4758,PTEORI,Black-bellied Sandgrouse,AVES,Pterocliformes,Pterocles orientalis
1308,HEPE,Herald Petrel,AVES,Procellariiformes,Pterodroma heraldica
1480,MASH,Manx Shearwater,AVES,Procellariiformes,Puffinus puffinus
1922,SRTS,Short-tailed Shearwater,AVES,Procellariiformes,Ardenna tenuirostris
340,SOPA,Socorro Parakeet,AVES,Psittaciformes,Psittacara brevipes
4614,4614,Rock Partridge,AVES,Galliformes,Alectoris graeca
996,COFI,Cocos Finch,AVES,Passeriformes,Pinaroloxias inornata
854,WIFL,Willow Flycatcher,AVES,Passeriformes,Empidonax traillii
4605,CORGAR,European Roller,AVES,Coraciiformes,Coracias garrulus
4606,HALSMY,White-throated Kingfisher,AVES,Coraciiformes,Halcyon smyrnensis
4607,MERAPI,European Bee-eater,AVES,Coraciiformes,Merops apiaster
4602,COLBOL,Bolle's Pigeon,AVES,Columbiformes,Columba bollii
4603,COLJUN,Laurel Pigeon,AVES,Columbiformes,Columba junoniae
4604,COLTRO,Trocaz Pigeon,AVES,Columbiformes,Columba trocaz
4599,CICCIC,White Stork,AVES,Ciconiiformes,Ciconia ciconia
2044,TUQD,Tuxtla Quail-Dove,AVES,Columbiformes,Zentrygon carrikeri
4549,EURS2,Eurasian Sparrowhawk,AVES,Accipitriformes,Accipiter nisus
4568,MAND,Mandarin Duck,AVES,Anseriformes,Aix galericulata
4623,FULCRI,Red-knobbed Coot,AVES,Gruiformes,Fulica cristata
1989,TCNI,Tawny-collared Nightjar,AVES,Caprimulgiformes,Antrostomus salvini
891,PIPL,Piping Plover,AVES,Charadriiformes,Charadrius melodus
2072,WERH,Western Reef-Heron,AVES,Pelecaniformes,Egretta gularis
1928,STCW,Strickland's Woodpecker,AVES,Piciformes,Picoides stricklandi
2711,CORBRA,Crow,AVES,Passeriformes,Corvus brachyrhynchos
4608,CLAGLA,Great Spotted Cuckoo,AVES,Cuculiformes,Clamator glandarius
4601,COWP,Common Wood-Pigeon,AVES,Columbiformes,Columba palumbus
2010,TRPI,Tree Pipit,AVES,Passeriformes,Anthus trivialis
627,BTPL,Bronze-tailed Plumeleteer,AVES,Apodiformes,Chalybura urochrysia
654,CADO,Caribbean Dove,AVES,Columbiformes,Leptotila jamaicensis
655,CAEG,Cattle Egret,AVES,Pelecaniformes,Bubulcus ibis
660,CAHE,Capped Heron,AVES,Pelecaniformes,Pilherodius pileatus
573,BEPE,Bermuda Petrel,AVES,Procellariiformes,Pterodroma cahow
316,BVHU,Blue-vented Hummingbird,AVES,Apodiformes,Amazilia hoffmanni
4621,TETURO,Western Capercaillie,AVES,Galliformes,Tetrao urogallus
939,BWTE,Blue-winged Teal,AVES,Anseriformes,Spatula discors
807,RTLO,Red-throated Loon,AVES,Gaviiformes,Gavia stellata
812,VIRA,Virginia Rail,AVES,Gruiformes,Rallus limicola
847,WEGR,Western Grebe,AVES,Podicipediformes,Aechmophorus occidentalis
1117,EUSP,European Storm-Petrel,AVES,Procellariiformes,Hydrobates pelagicus
4755,LISH,Little Shearwater,AVES,Procellariiformes,Puffinus assimilis
1112,EUKE,Eurasian Kestrel,AVES,Falconiformes,Falco tinnunculus
1118,EUTD,European Turtle-Dove,AVES,Columbiformes,Streptopelia turtur
1155,GANI,Greater Antillean Nightjar,AVES,Caprimulgiformes,Antrostomus cubanensis
2352,MERL,Merlin,AVES,Falconiformes,Falco columbarius
1198,GGMA,Great Green Macaw,AVES,Psittaciformes,Ara ambiguus
1263,GRSW,Gray-rumped Swift,AVES,Apodiformes,Chaetura cinereiventris
1237,GRDO,Grenada Dove,AVES,Columbiformes,Leptotila wellsi
1251,GRNI,Gray Nightjar,AVES,Caprimulgiformes,Caprimulgus indicus
472,BBSP,Black-bellied Storm-Petrel,AVES,Procellariiformes,Fregetta tropica
1439,LIEG,Little Egret,AVES,Pelecaniformes,Egretta garzetta
1464,LBHE,Little Blue Heron,AVES,Pelecaniformes,Egretta caerulea
2006,TRMO,Tropical Mockingbird,AVES,Passeriformes,Mimus gilvus
1470,MACU,Mangrove Cuckoo,AVES,Cuculiformes,Coccyzus minor
1514,MOUQ,Mountain Quail,AVES,Galliformes,Oreortyx pictus
1499,MIKI,Mississippi Kite,AVES,Accipitriformes,Ictinia mississippiensis
748,BLSC,Black Scoter,AVES,Anseriformes,Melanitta americana
738,LTDU,Long-tailed Duck,AVES,Anseriformes,Clangula hyemalis
1572,OILB,Oilbird,AVES,Steatornithiformes,Steatornis caripensis
1993,TFQU,Tawny-faced Quail,AVES,Galliformes,Rhynchortyx cinctus
2036,WBCH,White-bellied Chachalaca,AVES,Galliformes,Ortalis leucogastra
1630,PIHU,Pirre Hummingbird,AVES,Apodiformes,Goethalsia bella
2067,VISA,Violet Sabrewing,AVES,Apodiformes,Campylopterus hemileucurus
2083,WFSW,White-fronted Swift,AVES,Apodiformes,Cypseloides storeri
2139,BTMG,Blue-throated Mountain-gem,AVES,Apodiformes,Lampornis clemenciae
523,BEWP,Bearded Wood-Partridge,AVES,Galliformes,Dendrortyx barbatus
1920,SIQU,Singing Quail,AVES,Galliformes,Dactylortyx thoracicus
1749,ROSP,Roseate Spoonbill,AVES,Pelecaniformes,Platalea ajaja
1762,RTHE,Rufescent Tiger-Heron,AVES,Pelecaniformes,Tigrisoma lineatum
1428,LEPC,Lesser Prairie-Chicken,AVES,Galliformes,Tympanuchus pallidicinctus
1569,OCTU,Ocellated Turkey,AVES,Galliformes,Meleagris ocellata
245,UNLO,Unidentified Loon,AVES,Gaviiformes,Gavia 
1733,RIRA,Ridgway's Rail,AVES,Gruiformes,Rallus obsoletus
1732,RIKI,Ringed Kingfisher,AVES,Coraciiformes,Megaceryle torquata
2084,WFWD,White-faced Whistling-Duck,AVES,Anseriformes,Dendrocygna viduata
2091,WHOS,Whooper Swan,AVES,Anseriformes,Cygnus cygnus
459,YETO,Yellow-eared Toucanet,AVES,Piciformes,Selenidera spectabilis
2305,BTLH,Blue-tailed Hummingbird,AVES,Apodiformes,Amazilia cyanura
2311,CHEM,Coppery-headed Emerald,AVES,Apodiformes,Elvira cupreiceps
2278,MTWO,Magenta-throated Woodstar,AVES,Apodiformes,Philodice bryantae
667,CAPA,Carolina Parakeet,AVES,Psittaciformes,Conuropsis carolinensis
1785,RWAN,Rufous-winged Antwren,AVES,Passeriformes,Herpsilochmus rufimarginatus
1600,PAPE,Parkinson's Petrel,AVES,Procellariiformes,Procellaria parkinsoni
1731,RIHU,Rivoli's Hummingbird,AVES,Apodiformes,Eugenes fulgens
2721,DUGR,Dusky Grouse,AVES,Galliformes,Dendragapus obscurus
1990,TESA,Terek Sandpiper,AVES,Charadriiformes,Xenus cinereus
1893,SONW,Song Wren,AVES,Passeriformes,Cyphorhinus phaeocephalus
2028,ZASP,Zapata Sparrow,AVES,Passeriformes,Torreornis inexpectata
1724,RFSP,Red-faced Spinetail,AVES,Passeriformes,Cranioleuca erythrops
235,UEFL,Unidentified Empidonax Flycatcher,AVES,Passeriformes,Empidonax 
2386,SUWR,Sumichrast's Wren,AVES,Passeriformes,Hylorchilus sumichrasti
810,TRES,Tree Swallow,AVES,Passeriformes,Tachycineta bicolor
745,UNYE,Unidentified Yellowlegs,AVES,Charadriiformes,Tringa 
895,SWHA,Swainson's Hawk,AVES,Accipitriformes,Buteo swainsoni
960,UPSA,Upland Sandpiper,AVES,Charadriiformes,Bartramia longicauda
307,WHWB,White Wagtail Black-backed form,AVES,Passeriformes,Motacilla alba lugens
889,MOPL,Mountain Plover,AVES,Charadriiformes,Charadrius montanus
1093,EHOO,Eurasian Hoopoe,AVES,Bucerotiformes,Upupa epops
2096,WHWO,White-headed Woodpecker,AVES,Piciformes,Picoides albolarvatus
2064,VHHU,Violet-headed Hummingbird,AVES,Apodiformes,Klais guimeti
4737,ARDRAL,Squacco Heron,AVES,Pelecaniformes,Ardeola ralloides
1096,ELTE,Elegant Tern,AVES,Charadriiformes,Thalasseus elegans
1061,CUSA,Curlew Sandpiper,AVES,Charadriiformes,Calidris ferruginea
411,AISP,Ainley's Storm-Petrel,AVES,Procellariiformes,Hydrobates cheimomnestes
1837,SCSO,Slate-colored Solitaire,AVES,Passeriformes,Myadestes unicolor
1441,LIMP,Limpkin,AVES,Gruiformes,Aramus guarauna
364,AMFL,American Flamingo,AVES,Phoenicopteriformes,Phoenicopterus ruber
400,YBTE,Yellow-billed Tern,AVES,Charadriiformes,Sternula superciliaris
617,BTAT,Black-tailed Trogon,AVES,Trogoniformes,Trogon melanurus
577,BEGU,Belcher's Gull,AVES,Charadriiformes,Larus belcheri
542,BHGU,Black-headed Gull,AVES,Charadriiformes,Chroicocephalus ridibundus
693,CCSW,Chestnut-collared Swift,AVES,Apodiformes,Streptoprocne rutila
700,CHAS,Chapman's Swift,AVES,Apodiformes,Chaetura chapmani
4753,TACRUF,Little Grebe,AVES,Podicipediformes,Tachybaptus ruficollis
743,COLO,Common Loon,AVES,Gaviiformes,Gavia immer
681,CBWO,Crimson-bellied Woodpecker,AVES,Piciformes,Campephilus haematogaster
981,CITR,Citreoline Trogon,AVES,Trogoniformes,Trogon citreolus
974,CHSH,Christmas Shearwater,AVES,Procellariiformes,Puffinus nativitatis
1021,COTR,Collared Trogon,AVES,Trogoniformes,Trogon collaris
1843,SEWA,Sedge Warbler,AVES,Passeriformes,Acrocephalus schoenobaenus
924,CATE,Caspian Tern,AVES,Charadriiformes,Hydroprogne caspia
926,COTE,Common Tern,AVES,Charadriiformes,Sterna hirundo
930,FOTE,Forster's Tern,AVES,Charadriiformes,Sterna forsteri
931,FRGU,Franklin's Gull,AVES,Charadriiformes,Leucophaeus pipixcan
4644,CETCET,Cetti's Warbler,AVES,Passeriformes,Cettia cetti
4689,NUCCAR,Eurasian Nutcracker,AVES,Passeriformes,Nucifraga caryocatactes
4724,SERSER,European Serin,AVES,Passeriformes,Serinus serinus
4628,ACRSCI,Eurasian Reed-Warbler,AVES,Passeriformes,Acrocephalus scirpaceus
