id,code,commonName,className,order,scientificName
238,UGOL,Unidentified Goldeneye,AVES,Anseriformes,Bucephala 
322,DWCU,Dwarf Cuckoo,AVES,Cuculiformes,Coccyzus pumila
1380,KEPE,Kermadec Petrel,AVES,Procellariiformes,Pterodroma neglecta
1447,LMAL,Light-mantled Albatross,AVES,Procellariiformes,Phoebetria palpebrata
1972,TAPE,Tahiti Petrel,AVES,Procellariiformes,Pterodroma rostrata
199,UWCG,Unidentified Western/Clark's Grebe,AVES,Podicipediformes,Aechmorphus occidentalis / clarkii
329,YUGN,Yucatan Gnatcatcher,AVES,Passeriformes,Polioptila albiventris
1481,MAST,Maguari Stork,AVES,Ciconiiformes,Ciconia maguari
2247,SQCU,Squirrel Cuckoo,AVES,Cuculiformes,Piaya cayana
1908,SPOW,Spotted Owl,AVES,Strigiformes,Strix occidentalis
2411,WHSO,Whiskered Screech-Owl,AVES,Strigiformes,Megascops trichopsis
1882,SNPI,Scaly-naped Pigeon,AVES,Columbiformes,Patagioenas squamosa
1377,KBMO,Keel-billed Motmot,AVES,Coraciiformes,Electron carinatum
1005,COMP,Common Pochard,AVES,Anseriformes,Aythya ferina
349,PIGU,Pigeon Guillemot,AVES,Charadriiformes,Cepphus columba
1806,ROSA,Rock Sandpiper,AVES,Charadriiformes,Calidris ptilocnemis
1543,OAKI,Oahu Akialoa,AVES,Passeriformes,Akialoa ellisiana
1307,HELG,Helmeted Guineafowl,AVES,Galliformes,Numida meleagris
1745,RNWR,Rufous-necked Wood-Rail,AVES,Gruiformes,Aramides axillaris
435,BATR,Baird's Trogon,AVES,Trogoniformes,Trogon bairdii
639,BUPE,Bulwer's Petrel,AVES,Procellariiformes,Bulweria bulwerii
473,BBTO,Broad-billed Tody,AVES,Coraciiformes,Todus subulatus
1505,MODU,Mottled Duck,AVES,Anseriformes,Anas fulvigula
2326,GABU,Greater Antillean Bullfinch,AVES,Passeriformes,Loxigilla violacea
204,UAHA,Unidentified Accipter Hawk,AVES,Accipitriformes,Accipter 
214,USCT,Unidentified Scoter,AVES,Anseriformes,Melanitta 
2138,BTGU,Black-tailed Gull,AVES,Charadriiformes,Larus crassirostris
1199,GGWO,Golden-green Woodpecker,AVES,Piciformes,Piculus chrysochloros
197,CHCR,Chihuahua / Common Raven,AVES,Passeriformes,Corvus 
1034,CREH,Common Redshank,AVES,Charadriiformes,Tringa totanus
202,GCBT,Gray-cheeked x Bicknell's Thrush Hybrid,AVES,Passeriformes,Catharus minimus x bicknelli
882,EUCD,Eurasian Collared-Dove,AVES,Columbiformes,Streptopelia decaocto
1157,GAPE,Galapagos Petrel,AVES,Procellariiformes,Pterodroma phaeopygia
191,IPSP,Ipswich Sparrow,AVES,Passeriformes,Passerculus sandwichensis princeps
194,SWSP,Swamp Sparrow,AVES,Passeriformes,Melospiza georgiana
188,FGSP,Florida Grasshopper Sparrow,AVES,Passeriformes,Ammodramus savannarum floridanus
189,FISP,Field Sparrow,AVES,Passeriformes,Spizella pusilla
1443,LITC,Little Cuckoo,AVES,Cuculiformes,Coccycua minuta
1354,JALC,Jamaican Lizard-Cuckoo,AVES,Cuculiformes,Coccyzus vetula
1384,KIRA,King Rail,AVES,Gruiformes,Rallus elegans
1801,SBAN,Smooth-billed Ani,AVES,Cuculiformes,Crotophaga ani
976,CHTI,Choco Tinamou,AVES,Tinamiformes,Crypturellus kerriae
897,WFIB,White-faced Ibis,AVES,Pelecaniformes,Plegadis chihi
1227,GOWO,Golden-olive Woodpecker,AVES,Piciformes,Colaptes rubiginosus
948,REKN,Red Knot,AVES,Charadriiformes,Calidris canutus
1744,RNST,Red-necked Stint,AVES,Charadriiformes,Calidris ruficollis
2086,WHHA,White Hawk,AVES,Accipitriformes,Pseudastur albicollis
2412,WMHA,Western Marsh Harrier,AVES,Accipitriformes,Circus aeruginosus
109,LEFL,Least Flycatcher,AVES,Passeriformes,Empidonax minimus
2213,HAAK,Hawaii Akepa,AVES,Passeriformes,Loxops coccineus
1901,SPCR,Spotted Crake,AVES,Gruiformes,Porzana porzana
2081,WFPA,White-fronted Parrot,AVES,Psittaciformes,Amazona albifrons
636,BUDG,Budgerigar,AVES,Psittaciformes,Melopsittacus undulatus
519,BBMO,Broad-billed Motmot,AVES,Coraciiformes,Electron platyrhynchum
492,BCNI,Buff-collared Nightjar,AVES,Caprimulgiformes,Antrostomus ridgwayi
509,BEEH,Bee Hummingbird,AVES,Apodiformes,Mellisuga helenae
495,BCPE,Black-capped Petrel,AVES,Procellariiformes,Pterodroma hasitata
1896,SOTE,Sooty Tern,AVES,Charadriiformes,Onychoprion fuscatus
2282,WISA,Williamson's Sapsucker,AVES,Piciformes,Sphyrapicus thyroideus
2399,IMWO,Imperial Woodpecker,AVES,Piciformes,Campephilus imperialis
861,COFL,Cordilleran Flycatcher,AVES,Passeriformes,Empidonax occidentalis
1863,SISW,Sick's Swift,AVES,Apodiformes,Chaetura meridionalis
1616,PCST,Plain-capped Starthroat,AVES,Apodiformes,Heliomaster constantii
1650,PRLC,Puerto Rican Lizard-Cuckoo,AVES,Cuculiformes,Coccyzus vieilloti
524,BEWQ,Black-eared Wood-Quail,AVES,Galliformes,Odontophorus melanotis
1958,SUNB,Sunbittern,AVES,Eurypygiformes,Eurypyga helias
530,BFBO,Blue-footed Booby,AVES,Suliformes,Sula nebouxii
2190,BBHE,Boat-billed Heron,AVES,Pelecaniformes,Cochlearius cochlearius
1133,FFSH,Flesh-footed Shearwater,AVES,Procellariiformes,Ardenna carneipes
291,RISP,Ringed Storm-Petrel,AVES,Procellariiformes,Hydrobates hornbyi
292,SSTP,Swinhoe's Storm-Petrel,AVES,Procellariiformes,Hydrobates monorhis
293,WFSP,White-faced Storm-Petrel,AVES,Procellariiformes,Pelagodroma marina
297,BRAC,Brandt's Cormorant,AVES,Suliformes,Urile penicillatus
1421,LEGC,Lesser Ground-Cuckoo,AVES,Cuculiformes,Morococcyx erythropygus
294,WRSP,Wedge-rumped Storm-Petrel,AVES,Procellariiformes,Hydrobates tethys
2401,LYHV,Lesser Yellow-headed Vulture,AVES,Cathartiformes,Cathartes burrovianus
2398,HAPE,Hawaiian Petrel,AVES,Procellariiformes,Pterodroma sandwichensis
2131,BLWO,Black-and-white Owl,AVES,Strigiformes,Ciccaba nigrolineata
832,AWPE,American White Pelican,AVES,Pelecaniformes,Pelecanus erythrorhynchos
2295,BAWH,Black-and-white Hawk-Eagle,AVES,Accipitriformes,Spizaetus melanoleucus
2185,ANCH,Antillean Crested Hummingbird,AVES,Apodiformes,Orthorhyncus cristatus
1973,TAPO,Tamaulipas Pygmy-Owl,AVES,Strigiformes,Glaucidium sanchezi
1436,LIBI,Little Bittern,AVES,Pelecaniformes,Ixobrychus minutus
1466,LWHA,Long-winged Harrier,AVES,Accipitriformes,Circus buffoni
1101,ESBD,Eastern Spot-billed Duck,AVES,Anseriformes,Anas zonorhyncha
181,THGU,Thayer's Gull,AVES,Charadriiformes,Larus glaucoides thayeri
210,UNLG,Unidentified Larus Gull,AVES,Charadriiformes,Larus 
917,ARTE,Arctic Tern,AVES,Charadriiformes,Sterna paradisaea
506,BCWO,Black-cheeked Woodpecker,AVES,Piciformes,Melanerpes pucherani
868,YBSA,Yellow-bellied Sapsucker,AVES,Piciformes,Sphyrapicus varius
216,USHU,Unidentified Selasphorus Hummingbird,AVES,Apodiformes,Selasphorus 
217,USLD,Unidentified Short-billed / Long-billed Dowitcher,AVES,Charadriiformes,Limnodromus griseus / scolopaceus
613,BSSO,Bare-shanked Screech-Owl,AVES,Strigiformes,Megascops clarkii
604,BRPE,Brown Pelican,AVES,Pelecaniformes,Pelecanus occidentalis
346,GYRF,Gyrfalcon,AVES,Falconiformes,Falco rusticolus
593,BRAN,Brant,AVES,Anseriformes,Branta bernicla orientalis
765,RUDU,Ruddy Duck,AVES,Anseriformes,Oxyura jamaicensis
720,CANV,Canvasback,AVES,Anseriformes,Aythya valisineria
596,BREM,Brace's Emerald,AVES,Apodiformes,Chlorostilbon bracei
606,BRSW,Band-rumped Swift,AVES,Apodiformes,Chaetura spinicaudus
612,BRVI,Brown Violetear,AVES,Apodiformes,Colibri delphinae
799,RTHU,Ruby-throated Hummingbird,AVES,Apodiformes,Archilochus colubris
703,CHHU,Charming Hummingbird,AVES,Apodiformes,Amazilia decora
1147,FTSW,Fork-tailed Swift,AVES,Apodiformes,Apus pacificus
1272,GSTS,Great Swallow-tailed Swift,AVES,Apodiformes,Panyptila sanctihieronymi
2169,WWDO,White-winged Dove,AVES,Columbiformes,Zenaida asiatica
1008,COPA,Common Pauraque,AVES,Caprimulgiformes,Nyctidromus albicollis
528,BFAL,Black-footed Albatross,AVES,Procellariiformes,Phoebastria nigripes
2758,NOFL,Northern Flicker,AVES,Piciformes,Colaptes auratus
243,UNCO,Unidentified Coot,AVES,Gruiformes,Fulica 
1306,HEEG,Heermann's Gull,AVES,Charadriiformes,Larus heermanni
803,PIWO,Pileated Woodpecker,AVES,Piciformes,Dryocopus pileatus
332,MANW,Mangrove Warbler,AVES,Passeriformes,Setophaga petechia erithachorides
2651,207,Yellowlegs sp.,AVES,Charadriiformes,Tringa sp
335,MOTR,Mountain Trogon,AVES,Trogoniformes,Trogon mexicanus
244,UNGA,Unidentified Gallinule,AVES,Gruiformes,Gallinula 
1871,SLSH,Slender Sheartail,AVES,Apodiformes,Doricha enicura
816,YERA,Yellow Rail,AVES,Gruiformes,Coturnicops noveboracensis
985,CLRA,Clapper Rail,AVES,Gruiformes,Rallus crepitans
997,COGA,Common Gallinule,AVES,Gruiformes,Gallinula galeata
1002,COLC,Colombian Crake,AVES,Gruiformes,Neocrex colombiana
1013,CORC,Corn Crake,AVES,Gruiformes,Crex crex
1188,GCWR,Gray-cowled Wood-Rail,AVES,Gruiformes,Aramides cajaneus
1297,HARA,Hawaiian Rail,AVES,Gruiformes,Zapornia sandwichensis
1400,LARA,Laysan Rail,AVES,Gruiformes,Zapornia palmeri
1478,MARA,Mangrove Rail,AVES,Gruiformes,Rallus longirostris
1607,PBCR,Paint-billed Crake,AVES,Gruiformes,Neocrex erythrops
1668,PUGA,Purple Gallinule,AVES,Gruiformes,Porphyrio martinicus
1672,PUSW,Purple Swamphen,AVES,Gruiformes,Porphyrio porphyrio
1756,RSWR,Russet-naped Wood-Rail,AVES,Gruiformes,Aramides albiventris
1910,SPRA,Spotted Rail,AVES,Gruiformes,Pardirallus maculatus
2027,ZARA,Zapata Rail,AVES,Gruiformes,Cyanolimnas cerverai
2048,UNIC,Uniform Crake,AVES,Gruiformes,Amaurolimnas concolor
2077,WEWR,Western Water-Rail,AVES,Gruiformes,Rallus aquaticus
2167,WTTR,White-tailed Tropicbird,AVES,Phaethontiformes,Phaethon lepturus
2145,CCRA,Common Crane,AVES,Gruiformes,Grus grus
2153,WTCR,White-throated Crake,AVES,Gruiformes,Laterallus albigularis
789,COMO,Common Moorhen,AVES,Gruiformes,Gallinula chloropus
707,AMCO,American Coot,AVES,Gruiformes,Fulica americana
833,EAGR,Eared Grebe,AVES,Podicipediformes,Podiceps nigricollis
843,PBGR,Pied-billed Grebe,AVES,Podicipediformes,Podilymbus podiceps
1963,SVPA,St. Vincent Parrot,AVES,Psittaciformes,Amazona guildingii
439,BAYM,Blue-and-yellow Macaw,AVES,Psittaciformes,Ara ararauna
697,CFPA,Crimson-fronted Parakeet,AVES,Psittaciformes,Psittacara finschi
1337,IMPA,Imperial Parrot,AVES,Psittaciformes,Amazona imperialis
1502,MIPA,Mitred Parakeet,AVES,Psittaciformes,Psittacara mitratus
1497,MFPA,Maroon-fronted Parrot,AVES,Psittaciformes,Rhynchopsitta terrisi
1501,MIMA,Military Macaw,AVES,Psittaciformes,Ara militaris
1487,MEAP,Mealy Parrot,AVES,Psittaciformes,Amazona farinosa
1496,MEXP,Mexican Parrotlet,AVES,Psittaciformes,Forpus cyanopygius
1571,OFPA,Orange-fronted Parakeet,AVES,Psittaciformes,Eupsittula canicularis
1566,OCPA,Orange-chinned Parakeet,AVES,Psittaciformes,Brotogeris jugularis
1593,PACP,Pacific Parakeet,AVES,Psittaciformes,Psittacara strenuus
1703,RCPA,Red-crowned Parrot,AVES,Psittaciformes,Amazona viridigenalis
1743,RNPA,Red-necked Parrot,AVES,Psittaciformes,Amazona arausiaca
2818,NSHO,Northern Shoveler,AVES,Anseriformes,Spatula clypeata
4774,HCRA,Hooded Crane,AVES,Gruiformes,Grus monacha
4775,NGPE,Northern Giant-Petrel,AVES,Procellariiformes,Marconetes halli
4776,HIMA,Hispaniolan Mango,AVES,Apodiformes,Anthracothorax dominicus
303,LLBU,Long-legged Buzzard,AVES,Accipitriformes,Buteo rufinus
2745,STGR,Sharp-tailed Grouse,AVES,Galliformes,Tympanuchus phasianellus
313,CVSP,Coastal Vesper Sparrow,AVES,Passeriformes,Pooecetes gramineus affinis
2747,SPGR,Spruce Grouse,AVES,Galliformes,Canachites canadensis
275,LSGW,Lesser Snow Goose White-morph,AVES,Anseriformes,Anser caerulescens caerulescens
4780,RBST,Red-billed Streamertail,AVES,Apodiformes,Trochilus polytmus
598,BRIS,Bridled Sparrow,AVES,Passeriformes,Peucaea mystacalis
129,NRWS,Northern Rough-winged Swallow,AVES,Passeriformes,Stelgidopteryx serripennis
131,OROR,Orchard Oriole,AVES,Passeriformes,Icterus spurius
420,BAHO,Bahama Oriole,AVES,Passeriformes,Icterus northropi
935,GOEA,Golden Eagle,AVES,Accipitriformes,Aquila chrysaetos
951,RTHA,Red-tailed Hawk,AVES,Accipitriformes,Buteo jamaicensis
2746,SOGR,Sooty Grouse,AVES,Galliformes,Dendragapus fuliginosus
2752,WIPT,Willow Ptarmigan,AVES,Galliformes,Lagopus lagopus
2442,DBBB,Brant (Dark-bellied),AVES,Anseriformes,Branta bernicla nigricans
2742,ROPT,Rock Ptarmigan,AVES,Galliformes,Lagopus muta
2725,GWTE,Green-winged Teal,AVES,Anseriformes,Anas crecca
2755,PICHUD,Magpie,AVES,Passeriformes,Pica hudsonia
2743,RUGR,Ruffed Grouse,AVES,Galliformes,Bonasa umbellus
942,NOGO,Northern Goshawk,AVES,Accipitriformes,Accipiter gentilis
2815,MALL,Mallard,AVES,Anseriformes,Anas platyrhynchos
836,GHOW,Great Horned Owl,AVES,Strigiformes,Bubo virginianus
2824,RNDU,Ring-necked Duck,AVES,Anseriformes,Aythya collaris
140,DUFL,Dusky Flycatcher,AVES,Passeriformes,Empidonax oberholseri
2701,WHCR,Whooping Crane,AVES,Gruiformes,Grus americana
2749,TUVU,Turkey Vulture,AVES,Cathartiformes,Cathartes aura
2831,SUSC,Surf Scoter,AVES,Anseriformes,Melanitta perspicillata
2688,SACR,Sandhill Crane,AVES,Gruiformes,Antigone canadensis
2734,NOPI,Northern Pintail,AVES,Anseriformes,Anas acuta
2778,WITU,Wild Turkey,AVES,Galliformes,Meleagris gallopavo
2707,BLGS,Blue Grouse,AVES,Galliformes,Dendrapagus obscurus
2710,CANG,Canada Goose,AVES,Anseriformes,Branta canadensis
2748,TRUS,Trumpeter Swan,AVES,Anseriformes,Cygnus buccinator
2813,LESP,Leach's Storm-Petrel,AVES,Procellariiformes,Oceanodroma leucorhoa
2639,GRYE,Greater Yellowlegs,AVES,Charadriiformes,Tringa melanoleuca
2772,STJA,Steller's Jay,AVES,Passeriformes,Cyanocitta stelleri
2650,WISN,Wilson's Snipe,AVES,Charadriiformes,Gallinago delicata
2756,MAMU,Marbled Murrelet,AVES,Charadriiformes,Brachyramphus marmoratus
2638,CORE,Common Redpoll,AVES,Passeriformes,Acanthis flammea
2652,YRWA,Yellow-rumped Warbler,AVES,Passeriformes,Setophaga coronata
2630,GRSC,Greater Scaup,AVES,Anseriformes,Aythya marila
2648,TUSW,Tundra Swan,AVES,Anseriformes,Cygnus columbianus
315,GRSG,Greater Sage-grouse,AVES,Galliformes,Centrocercus urophasianus
1260,GRSH,Great Shearwater,AVES,Procellariiformes,Ardenna gravis
835,GGOW,Great Gray Owl,AVES,Strigiformes,Strix nebulosa
1579,ORAO,Orange Oriole,AVES,Passeriformes,Icterus auratus
392,YBMA,Yellow-billed Magpie,AVES,Passeriformes,Pica nuttalli
393,YBOR,Yellow-backed Oriole,AVES,Passeriformes,Icterus chrysater
395,YBSB,Yellow-breasted Bunting,AVES,Passeriformes,Emberiza aureola
1213,GIWR,Giant Wren,AVES,Passeriformes,Campylorhynchus chiapensis
1889,SOFL,Social Flycatcher,AVES,Passeriformes,Myiozetetes similis
1850,SHHO,Shining Honeycreeper,AVES,Passeriformes,Cyanerpes lucidus
1856,SHWO,Streak-headed Woodcreeper,AVES,Passeriformes,Lepidocolaptes souleyetii
1857,SHWR,Sooty-headed Wren,AVES,Passeriformes,Pheugopedius spadix
1858,SIAC,Siberian Accentor,AVES,Passeriformes,Prunella montanella
1862,SIRU,Siberian Rubythroat,AVES,Passeriformes,Luscinia calliope
1865,SLAN,Slaty Antwren,AVES,Passeriformes,Myrmotherula schisticolor
1867,SLFI,Slaty Finch,AVES,Passeriformes,Haplospiza rustica
1868,SLFL,Slaty Flowerpiercer,AVES,Passeriformes,Diglossa plumbea
1711,REAV,Red Avadavat,AVES,Passeriformes,Amandava amandava
1869,SLOR,St. Lucia Oriole,AVES,Passeriformes,Icterus laudabilis
1874,SLWA,St. Lucia Warbler,AVES,Passeriformes,Setophaga delicata
1877,SNCO,Snowy Cotinga,AVES,Passeriformes,Carpodectes nitidus
1892,SOMO,Socorro Mockingbird,AVES,Passeriformes,Mimus graysoni
2806,FTSP,Fork-tailed Storm-Petrel,AVES,Procellariiformes,Oceanodroma furcata
215,USET,Unidentified Rufous-sided Towhee (Spotted / Eastern),AVES,Passeriformes,Pipilo 
1894,SOOT,Sooty Thrush,AVES,Passeriformes,Turdus nigrescens
1907,SPNT,Spotted Nightingale-Thrush,AVES,Passeriformes,Catharus dryas
1916,SPWO,Spotted Woodcreeper,AVES,Passeriformes,Xiphorhynchus erythropygius
1918,SPWR,Spotted Wren,AVES,Passeriformes,Campylorhynchus gularis
1925,SSPA,Striped Sparrow,AVES,Passeriformes,Oriturus superciliosus
1929,STDA,Scarlet-thighed Dacnis,AVES,Passeriformes,Dacnis venusta
1931,STFL,Scissor-tailed Flycatcher,AVES,Passeriformes,Tyrannus forficatus
1935,STHJ,Silvery-throated Jay,AVES,Passeriformes,Cyanolyca argentigula
1939,STLE,Scaly-throated Leaftosser,AVES,Passeriformes,Sclerurus guatemalensis
1940,STOF,Stolid Flycatcher,AVES,Passeriformes,Myiarchus stolidus
1944,STRE,Slate-throated Redstart,AVES,Passeriformes,Myioborus miniatus
1945,STRF,Streaked Flycatcher,AVES,Passeriformes,Myiodynastes maculatus
2075,WETH,White-eyed Thrush,AVES,Passeriformes,Turdus jamaicensis
1797,SAPA,Sapayoa,AVES,Passeriformes,Sapayoa aenigma
1951,STST,Sharp-tailed Streamcreeper,AVES,Passeriformes,Lochmias nematura
1953,STTA,Silver-throated Tanager,AVES,Passeriformes,Tangara icterocephala
1955,STTS,Stub-tailed Spadebill,AVES,Passeriformes,Platyrinchus cancrominus
1957,STXE,Streaked Xenops,AVES,Passeriformes,Xenops rutilans
1965,SWTA,Swallow Tanager,AVES,Passeriformes,Tersina viridis
1966,SWWA,Swainson's Warbler,AVES,Passeriformes,Limnothlypis swainsonii
1969,TACR,Tamaulipas Crow,AVES,Passeriformes,Corvus imparatus
1970,TAFL,Taiga Flycatcher,AVES,Passeriformes,Ficedula albicilla
250,UPCH,Unidentified Poecile (Chickadee),AVES,Passeriformes,Poecile 
1977,TBEU,Thick-billed Euphonia,AVES,Passeriformes,Euphonia laniirostris
1978,TBFL,Tawny-breasted Flycatcher,AVES,Passeriformes,Myiobius villosus
1984,TBSF,Thick-billed Seed-Finch,AVES,Passeriformes,Sporophila funerea
1986,TCEU,Tawny-capped Euphonia,AVES,Passeriformes,Euphonia anneae
1987,TCFL,Tawny-chested Flycatcher,AVES,Passeriformes,Aphanotriccus capitalis
1988,TCGR,Tawny-crowned Greenlet,AVES,Passeriformes,Tunchiornis ochraceiceps
1992,TFGN,Tawny-faced Gnatwren,AVES,Passeriformes,Microbates cinereiventris
1994,THAN,Thicket Antpitta,AVES,Passeriformes,Hylopezus dives
1997,TIWR,Timberline Wren,AVES,Passeriformes,Thryorchilus browni
2000,TOTY,Torrent Tyrannulet,AVES,Passeriformes,Serpophaga cinerea
2021,YUVI,Yucatan Vireo,AVES,Passeriformes,Vireo magister
2024,YWCA,Yellow-winged Cacique,AVES,Passeriformes,Cassiculus melanicterus
2025,YWTA,Yellow-winged Tanager,AVES,Passeriformes,Thraupis abbas
872,ATTW,American Three-toed Woodpecker,AVES,Piciformes,Picoides dorsalis
2030,ZEAN,Zeledon's Antbird,AVES,Passeriformes,Myrmeciza zeledoni
2015,YTOR,Yellow-tailed Oriole,AVES,Passeriformes,Icterus mesomelas
246,UNRV,Unidentified Raven,AVES,Passeriformes,Corvus 
2040,TUCO,Turquoise Cotinga,AVES,Passeriformes,Cotinga ridgwayi
2041,TUFL,Tufted Flycatcher,AVES,Passeriformes,Mitrephanes phaeocercus
2042,TUJA,Tufted Jay,AVES,Passeriformes,Cyanocorax dickeyi
2045,TWBE,Three-wattled Bellbird,AVES,Passeriformes,Procnias tricarunculatus
2046,TWWO,Tawny-winged Woodcreeper,AVES,Passeriformes,Dendrocincla anabatina
2211,GRAT,Gray Thrasher,AVES,Passeriformes,Toxostoma cinereum
1574,OLOM,Olomao,AVES,Passeriformes,Myadestes lanaiensis
2053,VASE,Variable Seedeater,AVES,Passeriformes,Sporophila corvina
4734,4734,Eurasian Wren,AVES,Passeriformes,Troglodytes troglodytes
2063,VETR,Venezuelan Troupial,AVES,Passeriformes,Icterus icterus
1071,DICK,Dickcissel,AVES,Passeriformes,Spiza americana
2065,VIDA,Viridian Dacnis,AVES,Passeriformes,Dacnis viguieri
2068,VITW,Vitelline Warbler,AVES,Passeriformes,Setophaga vitellina
848,SEWR,Sedge Wren,AVES,Passeriformes,Cistothorus stellaris
2074,WESP,Western Spindalis,AVES,Passeriformes,Spindalis zena
2078,WFGS,White-faced Ground-Sparrow,AVES,Passeriformes,Melozone biarcuata
1231,GRAK,Gray Kingbird,AVES,Passeriformes,Tyrannus dominicensis
1183,GCMA,Golden-collared Manakin,AVES,Passeriformes,Manacus vitellinus
2079,WFLA,White-flanked Antwren,AVES,Passeriformes,Myrmotherula axillaris
146,GCKI,Golden-crowned Kinglet,AVES,Passeriformes,Regulus satrapa
1173,GBWA,Golden-browed Warbler,AVES,Passeriformes,Basileuterus belli
1267,GRWA,Grace's Warbler,AVES,Passeriformes,Setophaga graciae
1304,HCRE,Hawaii Creeper,AVES,Passeriformes,Loxops mana
1921,SRTA,Sulphur-rumped Tanager,AVES,Passeriformes,Heterospingus rubrifrons
1171,GBSP,Green-backed Sparrow,AVES,Passeriformes,Arremonops chloronotus
169,PUFI,Purple Finch,AVES,Passeriformes,Haemorhous purpureus
1176,GBWW,Gray-breasted Wood-Wren,AVES,Passeriformes,Henicorhina leucophrys
1187,GCWA,Golden-cheeked Warbler,AVES,Passeriformes,Setophaga chrysoparia
1605,GATY,Guatemalan Tyrranulet,AVES,Passeriformes,Zimmerius vilissimus
1166,GBCH,Golden-browed Chlorophonia,AVES,Passeriformes,Chlorophonia callophrys
1192,GFLY,Grenada Flycatcher,AVES,Passeriformes,Myiarchus nugator
1291,GRAW,Gray Wagtail,AVES,Passeriformes,Motacilla cinerea
1279,GTTO,Green-tailed Towhee,AVES,Passeriformes,Pipilo chlorurus
230,UBTW,Unidentified Black-throated Green / Townsend's Warbler,AVES,Passeriformes,Setophaga virens / towsendii
1710,RDTF,Ruddy-tailed Flycatcher,AVES,Passeriformes,Terenotriccus erythrurus
208,WMBL,Western x Mountain Bluebird Hybrid,AVES,Passeriformes,Sialia mexicana x currucoides
127,LAZB,Lazuli Bunting,AVES,Passeriformes,Passerina amoena
284,LISP,Lincoln's Sparrow,AVES,Passeriformes,Melospiza lincolnii
859,MOBL,Mountain Bluebird,AVES,Passeriformes,Sialia currucoides
1842,SEUP,Scrub Euphonia,AVES,Passeriformes,Euphonia affinis
599,BRJA,Brown Jay,AVES,Passeriformes,Psilorhinus morio
1403,LATA,Lesser Antillean Tanager,AVES,Passeriformes,Tangara cucullata
177,LBVI,Least Bell's Vireo,AVES,Passeriformes,Vireo bellii pusillus
178,LIBH,Lazuli x Indigo Bunting Hybrid,AVES,Passeriformes,Passerina cyanea x amoena
153,MGWA,MacGillivray's Warbler,AVES,Passeriformes,Geothlypis tolmiei
155,NOMO,Northern Mockingbird,AVES,Passeriformes,Mimus polyglottos
156,NOPA,Northern Parula,AVES,Passeriformes,Setophaga americana
447,CUCR,Cuban Crow,AVES,Passeriformes,Corvus nasicus
449,YCCH,Yellow-collared Chlorophonia,AVES,Passeriformes,Chlorophonia flavirostris
453,YCTY,Yellow-crowned Tyrannulet,AVES,Passeriformes,Tyrannulus elatus
455,YEFL,Yellowish Flycatcher,AVES,Passeriformes,Empidonax flavescens
456,YEGR,Yellow Grosbeak,AVES,Passeriformes,Pheucticus chrysopeplus
458,YEPI,Yellowish Pipit,AVES,Passeriformes,Anthus lutescens
460,YETY,Yellow Tyrannulet,AVES,Passeriformes,Capsiempis flaveola
494,BCOR,Black-cowled Oriole,AVES,Passeriformes,Icterus prosthemelas
496,BCRC,Blue-crowned Chlorophonia,AVES,Passeriformes,Chlorophonia occipitalis
497,BCRF,Brown-capped Rosy-Finch,AVES,Passeriformes,Leucosticte australis
124,EAME,Eastern Meadowlark,AVES,Passeriformes,Sturnella magna
176,LAWA,Lawrence's Warbler (Golden-winged x Blue-winged Hybrid),AVES,Passeriformes,Vermivora cyanoptera x chrysoptera
1463,LBGN,Long-billed Gnatwren,AVES,Passeriformes,Ramphocaenus melanurus
1416,LCTH,LeConte's Thrasher,AVES,Passeriformes,Toxostoma lecontei
1739,RMFL,Rusty-margined Flycatcher,AVES,Passeriformes,Myiozetetes cayanensis
1674,PYNU,Pygmy Nuthatch,AVES,Passeriformes,Sitta pygmaea
229,UBGW,Unidentified Blue-winged / Golden-winged Warbler,AVES,Passeriformes,Vermivora cyanoptera / chrysoptera
1680,RBBU,Rose-bellied Bunting,AVES,Passeriformes,Passerina rositae
819,RBNU,Red-breasted Nuthatch,AVES,Passeriformes,Sitta canadensis
1684,RBPE,Rufous-browed Peppershrike,AVES,Passeriformes,Cyclarhis gujanensis
1689,RBSE,Ruddy-breasted Seedeater,AVES,Passeriformes,Sporophila minuta
351,CBFL,Cinnamon-bellied Flowerpiercer,AVES,Passeriformes,Diglossa baritula
829,HOSP,House Sparrow,AVES,Passeriformes,Passer domesticus
1932,STGN,Slate-throated Gnatcatcher,AVES,Passeriformes,Polioptila schistaceigula
1956,STWR,Stripe-throated Wren,AVES,Passeriformes,Cantorchilus leucopogon
182,THWH,Townsend's x Hermit Warbler Hybrid,AVES,Passeriformes,Setophaga townsendii x occidentalis
2005,TRKI,Tropical Kingbird,AVES,Passeriformes,Tyrannus melancholicus
2038,TTLE,Tawny-throated Leaftosser,AVES,Passeriformes,Sclerurus mexicanus
2049,UNJA,Unicolored Jay,AVES,Passeriformes,Aphelocoma unicolor
2054,VASO,Varied Solitaire,AVES,Passeriformes,Myadestes coloratus
2058,VEFL,Vermilion Flycatcher,AVES,Passeriformes,Pyrocephalus rubinus
2069,VIWA,Virginia's Warbler,AVES,Passeriformes,Oreothlypis virginiae
1840,SEMW,Semper's Warbler,AVES,Passeriformes,Leucopeza semperi
2408,WBNU,White-breasted Nuthatch,AVES,Passeriformes,Sitta carolinensis
2271,WEBL,Western Bluebird,AVES,Passeriformes,Sialia mexicana
2322,EUBC,Eurasian Blackcap,AVES,Passeriformes,Sylvia atricapilla
